id,type,latitude,longitude,date,killedOrWounded,title,description,sources,imageUrl,imageCaption,videoUrl,videoCaption
186,incident,31.447,34.392,2025-07-14,5,"1 killed, 4 wounded","Israeli airstrike hit a water tanker, killing the driver and people collecting water. ","<a href=""https://english.wafa.ps/Pages/Details/159255"" target=""_blank"">Wafa</a><br><a href=""https://aje.io/c3h52f?update=3836962"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.middleeastmonitor.com/20250715-israel-escalates-targeting-of-water-tankers-in-gaza/"" target=""_blank"">Middle East Monitor</a>",,,,
187,incident,31.533701,34.448318,2025-07-15,3,3 killed,Israeli forces fired on people waiting for aid in al-Shati camp.,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
188,incident,31.533701,34.448318,2025-07-17,26,"2 killed, 24 wounded",Israeli tanks fired on people waiting for aid in al-Shati camp. Sources report dozens wounded. We recorded 24. ,"<a href=""https://english.wafa.ps/Pages/Details/159359"" target=""_blank"">Wafa</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
189,incident,31.533701,34.448318,2025-07-20,118,"58 killed, 60 wounded",Israeli forces fired on people waiting for aid in al-Shati camp.,"<a href=""https://english.wafa.ps/Pages/Details/159418"" target=""_blank"">Wafa</a><br><a href=""https://x.com/QudsNen/status/1946861767356760370"" target=""_blank"">Quds</a>",,,,
190,incident,31.591888,34.493676,2025-07-20,231,"81 killed, 150 wounded","Israeli tanks, snipers, and ground troops opened fire on people who had gathered around a World Food Programme convoy which entered Gaza from the Zikim crossing. Palestinian Civil Defence in Gaza reported that an Israeli military bulldozer buried dozens of casualties in the sand. Sources say number of wounder over 150. ","<a href=""https://www.wfp.org/news/gaza-convoy-incident-statement"" target=""_blank"">World Food Programme</a><br><a href=""https://www.npr.org/2025/07/20/nx-s1-5474123/100-killed-seeking-aid-gaza-palestinian"" target=""_blank"">NPR</a><br><a href=""https://www.theguardian.com/world/live/2025/jul/20/syria-sweida-middle-east-israel-latest-live-updates"" target=""_blank"">The Guardian</a><br><a href=""https://www.aa.com.tr/en/middle-east/israeli-forces-kill-over-90-palestinians-in-gaza-including-77-awaiting-aid/3636208"" target=""_blank"">Anadolu</a><br><a href=""https://english.wafa.ps/Pages/Details/159437"" target=""_blank"">Wafa</a><br><a href=""https://www.aljazeera.com/news/2025/7/20/israeli-fire-mows-down-starving-palestinians-in-gaza-as-hunger-deaths-surge"" target=""_blank"">Al Jazeera</a>",,,,
191,incident,31.533701,34.448318,2025-07-21,3,3 killed,"Israeli tanks fired on people waiting for aid in al-Shati Camp. Sources report either three or four people killed, and possibly others wounded. We recorded three killed. ","<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://x.com/QudsNen/status/1947388705406395000"" target=""_blank"">Quds</a>",,,,
192,incident,31.51,34.45,2025-07-21,4,"2 killed, 2 wounded",Israeli forces fired on civilians waiting for aid in Gaza City. Sources don't specify number of wounded. We recorded two.,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a>",,,,
193,incident,31.515,34.44,2025-07-21,7,"5 killed, 2 wounded","Israeli airstrike hit people collecting water, killing five. Sources don't specify number of injured. We recorded two.","<a href=""https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-307-gaza-strip-enhe"" target=""_blank"">OCHA</a><br><a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://english.wafa.ps/Pages/Details/159452"" target=""_blank"">Wafa</a>",,,,
194,incident,31.5027639,34.4145389,2025-07-21,18,"4 killed, 14 wounded",Israeli forces fired on civilians waiting for aid near the Nabulsi Roundabout in Gaza City killing four and injuring at least 14.,"<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://x.com/QudsNen/status/1947397791111897472"" target=""_blank"">Quds</a><br><a href=""https://t.me/QudsN/597098"" target=""_blank"">Quds</a><br><a href=""https://snd.ps/post/143045/%D8%AA%D8%AC%D9%88%D9%8A%D8%B9-%D9%88%D9%85%D8%AC%D8%A7%D8%B2%D8%B1-%D8%A7%D9%84%D8%A5%D8%A8%D8%A7%D8%AF%D8%A9-%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D9%8A%D8%A9-%D8%A8%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9-%D8%AA%D8%AF%D8%AE%D9%84-%D9%8A%D9%88%D9%85%D9%87%D8%A7-%D8%A7%D9%84-654-%D8%AA%D9%88%D8%A7%D9%84%D9%8A%D8%A7"" target=""_blank"">Sanad</a>",,,,
195,incident,31.5027639,34.4145389,2025-07-22,126,"8 killed, 118 injured",Israeli forces fired on people waiting for aid near the Nabulsi Roundabout in Gaza City. ,"<a href=""https://x.com/PalestineRCS/status/1947538279793922211"" target=""_blank"">Palestine Red Crescent Society</a><br><a href=""https://aje.io/jzhyu9?update=3849774"" target=""_blank"">Al Jazeera</a><br><a href=""https://apnews.com/article/israel-hamas-gaza-war-palestinians-07-22-2025-8eb90d73c1b7499d3dbc8b8d95da65cc"" target=""_blank"">AP</a><br><a href=""https://pchrgaza.org/ar/%d8%aa%d8%b5%d8%b9%d9%8a%d8%af-%d8%ae%d8%b7%d9%8a%d8%b1-%d9%81%d9%8a-%d8%ac%d8%b1%d8%a7%d8%a6%d9%85-%d9%82%d8%aa%d9%84-%d8%a7%d9%84%d9%85%d8%ac%d9%88%d9%91%d8%b9%d9%8a%d9%86-%d8%a7%d9%84%d8%a7/"" target=""_blank"">PCHR</a><br><a href=""https://www.facebook.com/watch/?v=1249510313299941"" target=""_blank"">Facebook</a><br><a href=""https://trt.global/arabi/article/790685916a66"" target=""_blank"">TRT</a>",,,,
196,incident,31.5027639,34.4145389,2025-07-22,1,1 killed,Israeli forces fired on people waiting for aid near the Nabulsi Roundabout in Gaza City. ,"<a href=""https://www.wafa.ps/pages/details/126281"" target=""_blank"">Wafa</a><br><a href=""https://www.aa.com.tr/ar/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%82%D8%AA%D9%84-85-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D8%A8%D9%87%D8%AC%D9%85%D8%A7%D8%AA-%D9%85%D8%AA%D9%81%D8%B1%D9%82%D8%A9-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9-/3638001"" target=""_blank"">Anadolu</a>",,,,
197,incident,31.591888,34.493676,2025-07-22,29,29 killed,"Israeli forces fired on civilians, waiting for aid entering from Zikim crossing, in the Sudaniya neighbourhood near Beit Lahia. Some sources report at least 12 killed, but multiple reliable sources report 29 killed. We recorded 29. ","<a href=""https://www.alghad.tv/%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%BA%D8%AF/news/136-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-%D9%85%D9%86%D8%B0-%D9%81%D8%AC%D8%B1-%D8%A7%D9%84%D9%8A%D9%88%D9%85-%D9%88%D8%A7%D9%84%D8%B4%D9%84%D9%84-%D8%A7%D9%84%D8%B1%D8%AE%D9%88-%D9%8A%D8%AA%D9%81%D8%B4%D9%89-%D8%A8%D8%A7%D9%84%D9%82%D8%B7%D8%A7%D8%B9"" target=""_blank"">Al Ghad</a><br><a href=""https://t.me/mohnadQ/65901"" target=""_blank"">https://t.me/mohnadQ/65901</a><br><a href=""https://www.aa.com.tr/ar/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84/%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84-%D8%AA%D9%82%D8%AA%D9%84-85-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A7-%D8%A8%D9%87%D8%AC%D9%85%D8%A7%D8%AA-%D9%85%D8%AA%D9%81%D8%B1%D9%82%D8%A9-%D8%B9%D9%84%D9%89-%D8%BA%D8%B2%D8%A9-/3638001"" target=""_blank"">Anadolu</a><br><a href=""https://www.wafa.ps/pages/details/126281"" target=""_blank"">Wafa</a>",,,,
198,incident,31.591888,34.493676,2025-07-23,63,"5 killed, 58 injured","Israeli forces fired on civilians, waiting for aid from Zikim crossing, in Sudaniya, near Beit Lahia. ","<a href=""https://acleddata.com/conflict-data/data-export-tool"" target=""_blank"">ACLED</a><br><a href=""https://www.aa.com.tr/en/middle-east/children-pregnant-woman-among-53-killed-in-israeli-attacks-on-gaza/3639175"" target=""_blank"">Anadolu</a><br><a href=""https://www.wafa.ps/pages/details/126281"" target=""_blank"">Wafa</a>",,,,
199,incident,31.591888,34.493676,2025-07-24,33,"9 killed, 24 wounded","Israeli forces fired on civilians, waiting for aid from Zikim crossing, in Sudaniya, near Beit Lahia. Sources mention dozens wounded. We recorded 24.  ","<a href=""https://www.aa.com.tr/en/middle-east/at-least-23-people-killed-dozens-injured-in-latest-israeli-strikes-across-gaza-strip/3640570"" target=""_blank"">Anadolu</a><br><a href=""https://www.aljazeera.net/news/2025/7/24/%D8%BA%D8%B2%D8%A9-92"" target=""_blank"">Al Jazeera</a><br><a href=""https://qudsn.co/post/211486/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D9%82%D8%B5%D9%81-%D8%AE%D9%8A%D8%A7%D9%85-%D8%A7%D9%84%D9%86%D8%A7%D8%B2%D8%AD%D9%8A%D9%86-%D9%88%D9%8A%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D9%85%D9%86%D8%B8%D8%B1%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D9%88%D9%8A%D8%B9-%D9%85%D8%B3%D8%AA%D9%85%D8%B1-%D9%81%D9%8A-%D8%BA"" target=""_blank"">Quds</a>",,,,
200,incident,31.591888,34.493676,2025-07-25,320,"20 killed, 300 wounded","Israeli forces fired on civilians, waiting for aid from Zikim crossing, in Sudaniya, near Beit Lahia. Sources say at least 300 wounded. ","<a href=""https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-309-gaza-strip"" target=""_blank"">OCHA</a>",,,,
201,incident,31.591888,34.493676,2025-07-26,316,"16 killed, 300 wounded","Israeli forces fired on people waiting for aid from Zikim crossing in Sudaniya, near Beit Lahia, killing or wounding at least 316 people in the first of two incidents in the area on 26 July.","<a href=""https://apnews.com/article/israel-palestinians-hamas-war-news-07-26-2025-8eca83b00e50f1e6d78a0cce877b3b90"" target=""_blank"">AP</a><br><a href=""https://p.dw.com/p/4y5Iu"" target=""_blank"">Deutsche Welle</a><br><a href=""https://t.me/QudsN/598829"" target=""_blank"">Quds</a><br><a href=""https://aje.io/f4w0aa?update=3858361"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.nbcnews.com/world/middle-east/gaza-food-starvation-aid-distribution-israel-rcna221225"" target=""_blank"">NBC News</a>",,,,
202,incident,31.591888,34.493676,2025-07-26,131,"11 killed, 120 wounded","Israeli forces again fired on people waiting for aid in Sudaniya, near Beit Lahia, killing 11 and wounding at least 120.","<a href=""https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-309-gaza-strip"" target=""_blank"">OCHA</a><br><a href=""https://apnews.com/article/israel-palestinians-hamas-war-news-07-26-2025-8eca83b00e50f1e6d78a0cce877b3b90"" target=""_blank"">AP</a><br><a href=""https://www.euronews.com/2025/07/26/at-least-25-people-killed-by-israeli-gunshots-and-strikes-in-gaza-mostly-while-seeking-foo"" target=""_blank"">Euronews</a>",,,,
203,incident,31.591888,34.493676,2025-07-27,19,"7 killed, 12 wounded","Israeli forces fired on people waiting for aid in Sudaniya, near Beit Lahia. Various sources report 12 to 20 people wounded. We recorded 12.","<a href=""https://x.com/ajmurgent/status/1949380679202136298"" target=""_blank"">Al Jazeera</a><br><a href=""https://english.wafa.ps/Pages/Details/159618"" target=""_blank"">Wafa</a><br><a href=""https://safa.ps/post/389697/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D8%A1-%D9%88%D9%85%D8%B5%D8%A7%D8%A8%D9%88%D9%86-%D9%81%D9%8A-%D9%82%D8%B5%D9%81-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D8%B9%D9%84%D9%89-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9"" target=""_blank"">Safa</a><br><a href=""https://www.youtube.com/watch?v=FXI426Gi6ps"" target=""_blank"">Al Qahera</a><br><a href=""https://t.me/hamza20300/363799"" target=""_blank"">https://t.me/hamza20300/363799</a><br><a href=""https://t.me/asmailpress/269521"" target=""_blank"">https://t.me/asmailpress/269521</a><br><a href=""https://t.me/osama1984osama/116889"" target=""_blank"">https://t.me/osama1984osama/116889</a>",,,,
204,incident,31.5027639,34.4145389,2025-07-28,70,70 wounded,Israeli forces fired on people waiting for aid near the Nabulsi Roundabout in Gaza City. The Palestine Red Crescent reported treating 70 wounded in the incident. ,"<a href=""https://www.facebook.com/PRCSGaza/posts/pfbid02RFpNzYbnxB5qVW6dJWksv8ukzzbFa2Z3za6ifmKwYWqMK4ARmgp3ZGxXkerEC9J9l"" target=""_blank"">Palestine Red Crescent Society</a><br><a href=""https://t.me/AjaNews/409163"" target=""_blank"">Al Jazeera</a><br><a href=""https://t.me/QudsN/599827"" target=""_blank"">Quds</a><br><a href=""https://t.me/sndnewsa/417717"" target=""_blank"">Sanad</a>",,,,
205,incident,31.591888,34.493676,2025-07-28,35,"10 killed, 25 wounded","Israeli forces fired on people waiting for aid from Zikim crossing, in Sudaniya, near Beit Lahia. Casualties included children and people tasked with securing aid deliveries. Sources initially report five killed and 30 wounded. Later sources report five additional deaths. We recorded 10 deaths and 25 wounded. ","<a href=""https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-309-gaza-strip"" target=""_blank"">OCHA</a><br><a href=""https://www.washingtonpost.com/world/2025/07/28/israel-palestinians-hamas-gaza-war-news-07-28-2025/f8ebf978-6b91-11f0-aab6-8141d7095676_story.html"" target=""_blank"">The Washington Post</a><br><a href=""https://english.wafa.ps/Pages/Details/159680"" target=""_blank"">Wafa</a><br><a href=""https://www.aa.com.tr/en/middle-east/nearly-90-palestinians-killed-in-israeli-strikes-across-gaza/3643844"" target=""_blank"">Anadolu</a><br><a href=""https://t.me/Qudsn_Brk/100751"" target=""_blank"">Quds</a>",,,,
206,incident,31.5027639,34.4145389,2025-07-29,32,"3 killed, 29 wounded",Israeli forces fired on civilians waiting for aid near the Nabulsi Roundabout in Gaza City. The Palestine Red Crescent reported 3 killed and 29 wounded. ,"<a href=""https://x.com/qudsn/status/1950188996832657747"" target=""_blank"">Quds</a><br><a href=""https://www.facebook.com/watch/?v=753195873976348"" target=""_blank"">PRCS</a><br><a href=""https://www.facebook.com/watch/?v=753195873976348"" target=""_blank"">PRCS</a><br><a href=""https://www.facebook.com/PRCSGaza/posts/-%D9%85%D8%AD%D8%AF%D8%AB-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%82%D8%AF%D8%B3%D9%88%D8%B5%D9%84%D8%AA-6-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A5%D9%84%D9%89-%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89-%D8%A7%D9%84%D9%82%D8%AF%D8%B3-%D8%A7%D9%84%D8%AA%D8%A7%D8%A8%D8%B9-%D9%84%D8%AC%D9%85%D8%B9%D9%8A%D8%A9-%D8%A7%D9%84%D9%87%D9%84%D8%A7%D9%84-%D8%A7%D9%84%D8%A3%D8%AD/1172438208255898/"" target=""_blank"">PRCS</a><br><a href=""https://t.me/hamza20300/364217"" target=""_blank"">https://t.me/hamza20300/364217</a>",,,,
207,incident,31.591888,34.493676,2025-07-29,134,"8 killed, 126 wounded","Israeli forces fired on people waiting for aid from Zikim crossing, in Sudaniya, near Beit Lahia. The attack lasted several hours and left at least 134 casualties. ","<a href=""https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-309-gaza-strip"" target=""_blank"">OCHA</a><br><a href=""https://english.wafa.ps/Pages/Details/159708"" target=""_blank"">Wafa</a><br><a href=""https://www.aa.com.tr/en/middle-east/12-children-among-69-palestinians-killed-in-israeli-strikes-across-gaza/3644890"" target=""_blank"">Anadolu</a><br><a href=""https://t.me/osama1984osama/117134"" target=""_blank"">https://t.me/osama1984osama/117134</a>",,,,
208,incident,31.591888,34.493676,2025-07-30,760,"60 killed, 700 wounded","Israeli forces fired on people waiting for aid from the Zikim crossing, in Sudaniya, near Beit Lahia, leaving at least 760 casualties. ","<a href=""https://reliefweb.int/report/occupied-palestinian-territory/humanitarian-situation-update-311-gaza-strip"" target=""_blank"">OCHA</a><br><a href=""https://www.washingtonpost.com/world/2025/08/01/gaza-food-israel-chaos/"" target=""_blank"">The Washington Post</a><br><a href=""https://www.aljazeera.net/video/2025/7/30/%D8%B4%D8%A7%D9%87%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%B1%D8%AA%D9%83%D8%A8-%D9%85%D8%AC%D8%B2%D8%B1%D8%A9-%D8%A8%D8%AD%D9%82"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.aljazeera.com/news/2025/7/30/more-than-70-aid-seekers-killed-as-starvation-worsens-in-gaza"" target=""_blank"">Al Jazeera</a><br><a href=""https://www.aa.com.tr/en/middle-east/israeli-army-kills-68-palestinians-across-gaza-including-aid-seekers/3646601"" target=""_blank"">Anadolu</a><br><a href=""https://www.youtube.com/watch?v=8pkQR0OALTk"" target=""_blank"">Al Jazeera</a><br><a href=""https://news.un.org/en/story/2025/07/1165538"" target=""_blank"">UN</a><br><a href=""https://www.instagram.com/reel/DMvg4ZntayF/"" target=""_blank"">PRCS</a><br><a href=""https://www.bbc.com/news/articles/c74d82pdxjzo"" target=""_blank"">BBC News</a><br><a href=""https://www.instagram.com/reel/DMzTKtDpuUD/"" target=""_blank"">Al Jazeera</a>",,,,
209,incident,31.32,34.27,2025-07-30,7,7 wounded,Israeli drone strike hit people collecting water in al-Mawasi. ,"<a href=""https://www.aljazeera.net/news/2025/7/30/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%B7%D9%84%D9%82-%D8%A7%D9%84%D9%86%D8%A7%D8%B1-%D8%B9%D9%84%D9%89-%D8%AD%D8%B4%D9%88%D8%AF-%D8%A7%D9%84%D9%85%D8%AC%D9%88%D8%B9%D9%8A%D9%86"" target=""_blank"">Al Jazeera</a><br><a href=""https://t.me/osama1984osama/117186"" target=""_blank"">https://t.me/osama1984osama/117186</a><br><a href=""https://t.me/safaps/319030"" target=""_blank"">Safa News Agency</a><br><a href=""https://t.me/hamza20300/364314"" target=""_blank"">https://t.me/hamza20300/364314</a>",,,,
210,incident,31.5027639,34.4145389,2025-07-30,8,8 wounded,Israeli forces fired on people waiting for aid near the Nabulsi Roundabout in Gaza City. ,"<a href=""https://www.facebook.com/Palestine Red Crescent SocietyGaza/posts/pfbid028S8jagAB4PfXHrj6U9p6cPxJM4EUposkPghLEtKL1dUifyb4qZ7GaCko6TgNxHzJl"" target=""_blank"">Palestine Red Crescent Society</a><br><a href=""https://www.aljazeera.net/news/2025/7/30/%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D9%84%D8%A7%D9%84-%D9%8A%D8%B7%D9%84%D9%82-%D8%A7%D9%84%D9%86%D8%A7%D8%B1-%D8%B9%D9%84%D9%89-%D8%AD%D8%B4%D9%88%D8%AF-%D8%A7%D9%84%D9%85%D8%AC%D9%88%D8%B9%D9%8A%D9%86"" target=""_blank"">Al Jazeera</a><br><a href=""https://aja.ws/nfatjr?update=7860793"" target=""_blank"">Al Jazeera</a><br><a href=""https://x.com/qudsn/status/1950428865064784323"" target=""_blank"">Quds</a>",,,,
211,incident,31.591888,34.493676,2025-07-31,79,"4 killed, 75 wounded","Israeli forces fired on people waiting for aid from the Zikim crossing, in Sudaniya, near Beit Lahia, leaving at least 79 casualties. ","<a href=""https://t.me/Qudsn_Brk/101015"" target=""_blank"">Quds</a><br><a href=""https://t.me/AjaNews/410136"" target=""_blank"">Al Jazeera</a><br><a href=""https://t.me/mohnadQ/67011"" target=""_blank"">https://t.me/mohnadQ/67011</a><br><a href=""https://t.me/osama1984osama/117370"" target=""_blank"">https://t.me/osama1984osama/117370</a><br><a href=""https://t.me/hamza20300/364716"" target=""_blank"">https://t.me/hamza20300/364716</a><br><a href=""https://t.me/asmailpress/270444"" target=""_blank"">https://t.me/asmailpress/270444</a><br><a href=""https://t.me/QudsN/601010"" target=""_blank"">Quds</a>",,,,
